E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,age,gender,race
1,3,2,5,2,5,1,5,3,5,3,3,5,5,2,5,5,4,5,5,5,4,1,5,1,5,1,4,5,4,3,2,5,5,3,4,5,2,1,4,3,3,5,3,4,2,4,4,5,5,21,1,11
3,3,5,2,4,1,4,3,5,3,4,4,5,1,1,3,4,4,4,5,2,4,3,4,2,4,2,4,3,4,2,5,4,4,1,5,4,3,2,3,5,1,5,1,4,2,4,5,4,4,29,0,3
3,2,5,2,5,1,5,2,5,5,2,4,4,5,5,1,2,2,3,1,2,5,2,5,1,5,1,4,5,5,2,4,2,3,2,4,3,5,1,2,4,2,4,2,4,2,5,3,5,5,19,0,4
4,4,4,3,4,3,5,4,4,5,2,5,4,2,1,1,4,3,4,3,2,4,4,4,3,4,1,4,4,4,4,2,4,3,1,2,4,2,4,4,5,1,4,2,5,2,5,5,4,4,22,0,3
4,5,2,4,2,5,1,4,3,5,3,3,5,1,3,5,5,5,3,5,4,3,1,3,1,5,2,3,4,3,3,1,4,1,2,1,4,2,3,2,3,4,3,1,1,4,5,3,4,1,24,0,4
3,5,1,4,2,4,1,2,4,5,5,1,5,1,5,5,5,4,5,5,2,3,1,4,4,5,2,2,5,5,1,1,5,3,5,1,1,3,5,2,4,2,5,4,5,1,4,5,5,4,33,0,13
1,5,3,5,2,4,1,5,2,5,2,5,3,3,2,3,1,1,1,2,2,3,1,4,3,4,3,1,5,3,3,2,4,2,5,2,3,4,1,2,3,4,4,1,3,1,4,1,5,3,17,1,3
3,3,5,2,2,3,2,5,4,2,5,5,5,3,4,4,4,3,5,3,4,5,2,4,5,3,3,4,5,4,5,5,4,4,3,4,3,3,5,4,3,4,4,2,3,2,4,1,4,4,21,1,11
5,1,5,3,5,1,5,1,5,1,5,4,5,5,5,5,5,5,5,5,5,5,1,5,2,5,1,5,5,5,3,1,5,5,3,5,3,3,4,5,4,1,5,1,5,1,5,1,5,5,21,1,4
5,5,5,3,4,5,2,5,2,5,4,1,5,3,4,5,5,4,5,4,5,5,2,5,1,5,2,5,5,4,3,4,4,3,3,4,1,3,3,3,2,3,3,2,3,1,5,1,3,3,35,0,13
5,5,5,5,1,5,1,5,5,1,1,5,1,5,5,1,5,5,5,5,5,5,1,5,5,5,5,1,5,5,1,1,5,1,1,5,5,5,5,5,1,1,5,1,1,1,5,1,5,5,20,0,13
2,3,4,3,4,1,5,3,4,4,4,3,4,5,2,1,2,1,2,1,1,5,1,4,1,5,1,4,3,3,4,3,5,1,3,2,5,1,5,5,4,1,5,1,4,1,4,3,4,5,18,1,3
1,4,2,4,2,4,2,4,2,4,3,5,4,5,2,4,3,4,4,4,1,4,1,5,3,4,4,2,4,4,1,5,4,4,2,4,3,4,3,4,3,2,4,3,4,2,2,3,4,4,16,0,4
4,1,4,2,4,1,4,4,4,3,3,3,4,3,4,3,4,3,4,2,2,4,4,3,3,4,2,4,3,4,4,2,4,2,4,2,3,2,3,3,3,2,5,1,5,1,4,3,4,5,20,0,3
1,2,3,3,3,4,3,3,4,1,3,3,5,3,4,4,5,5,4,3,1,4,3,5,1,5,1,5,5,5,3,5,5,4,4,5,5,1,3,3,3,2,5,1,5,1,4,3,5,5,15,1,1
3,3,3,3,5,1,4,4,3,3,2,4,5,2,2,1,3,3,1,4,1,5,1,5,1,5,1,4,5,5,3,4,5,4,2,2,2,2,1,3,4,1,5,1,3,1,5,4,1,5,15,1,3
2,2,2,3,3,4,1,4,4,4,5,2,4,2,4,4,4,4,5,4,4,4,2,4,2,2,3,2,2,3,3,4,4,4,1,4,3,5,1,2,4,2,4,2,2,2,3,3,4,2,20,1,3
5,1,5,5,5,5,5,1,1,5,5,1,1,5,5,5,5,5,1,5,5,1,1,5,1,5,1,5,5,5,1,1,5,5,1,1,5,5,5,5,1,5,5,1,5,1,5,1,5,5,23,1,1
3,2,4,3,3,3,4,5,3,2,3,3,3,3,2,3,3,2,1,3,4,3,1,4,4,5,3,4,4,4,5,2,5,2,5,2,3,3,5,3,3,1,4,1,5,1,5,3,3,5,28,1,11
4,2,5,2,4,1,4,1,5,4,3,5,3,2,3,2,3,2,2,2,3,4,1,4,2,5,2,3,4,5,4,5,5,1,2,1,5,1,5,4,5,1,5,1,5,1,5,5,5,5,30,0,5
3,2,2,4,3,2,4,2,5,5,5,3,5,4,5,5,5,5,5,5,4,4,3,4,2,5,1,5,5,4,1,5,2,4,1,5,4,3,1,2,3,4,4,3,2,2,1,2,4,4,16,1,4
1,1,3,3,2,2,1,3,2,4,3,4,2,1,2,3,4,4,4,5,5,5,3,4,2,4,2,3,3,2,2,3,3,5,1,4,3,3,2,3,3,2,4,2,2,1,3,3,3,3,18,1,3
1,5,2,2,3,1,2,1,5,5,2,5,5,3,5,5,5,5,5,3,5,5,1,5,1,5,1,4,5,4,3,5,5,1,3,2,4,1,2,5,4,1,5,1,5,1,5,5,5,5,21,0,4
5,1,4,3,4,1,4,1,4,3,4,3,4,2,4,3,4,4,5,3,1,5,2,4,1,4,1,5,4,3,4,5,5,4,2,4,1,4,1,2,4,1,5,1,4,1,4,5,3,5,26,0,4
1,5,3,3,3,3,1,4,2,5,2,4,4,3,2,2,2,2,2,1,1,4,1,4,1,5,1,4,5,3,3,1,4,2,2,3,3,2,3,1,2,2,5,1,5,1,4,1,4,5,28,0,4
4,1,4,1,4,1,4,1,5,5,5,2,5,1,5,5,5,5,5,1,4,5,4,5,1,5,1,2,5,5,5,3,5,1,5,1,5,3,5,5,4,4,5,4,5,1,5,4,5,5,29,0,4
2,2,5,4,4,3,3,4,4,4,4,3,4,2,3,4,4,4,3,4,2,4,3,4,3,4,3,3,4,4,2,4,4,4,4,3,2,2,3,4,3,2,4,3,4,2,4,4,4,4,25,0,4
1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,5,5,1,5,1,5,5,5,1,3,3,5,1,5,1,5,5,35,0,12
3,4,4,4,4,4,4,1,2,4,4,3,4,3,2,3,3,3,3,3,3,4,1,3,3,4,2,4,4,5,4,2,5,1,1,1,3,2,4,4,4,3,2,4,3,2,5,3,3,4,31,0,13
2,5,3,4,2,3,2,5,1,5,2,5,3,3,3,2,2,1,2,2,1,4,1,4,1,4,4,4,3,3,4,2,3,2,3,3,5,1,2,3,3,3,2,2,2,4,4,4,4,3,29,0,3
2,5,2,3,2,2,2,5,1,4,2,3,4,4,2,2,2,2,2,3,4,3,1,2,2,4,2,3,3,3,3,4,3,4,3,1,4,3,5,2,5,3,3,2,3,2,5,4,4,4,20,1,1
2,1,5,4,4,2,3,4,1,5,4,5,5,2,5,5,3,4,5,3,5,5,1,5,2,5,1,2,5,5,3,3,2,3,2,5,4,4,2,4,3,1,5,1,5,1,5,2,5,5,24,0,4
2,2,4,3,4,2,3,4,2,3,2,3,4,3,4,4,2,2,2,2,1,4,1,5,1,5,2,4,4,3,2,3,3,3,2,2,4,3,4,4,4,1,4,2,4,1,4,3,4,4,26,1,3
2,4,3,4,3,4,3,5,4,3,3,5,4,2,2,4,4,4,4,4,2,5,4,2,4,4,4,3,4,4,3,5,2,4,2,5,2,4,2,4,4,1,3,1,4,3,5,4,4,4,26,0,11
3,4,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,2,4,4,3,5,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,2,4,4,26,1,13
2,1,4,4,2,2,2,4,4,1,2,4,2,3,1,1,2,1,1,3,5,3,1,4,2,4,2,3,5,4,3,5,3,1,3,2,4,3,2,3,3,2,4,4,3,4,2,2,2,3,31,0,4
1,4,3,3,2,3,2,2,5,4,4,2,3,2,2,4,4,3,4,2,1,4,1,4,1,3,2,4,5,2,2,4,4,2,1,5,2,4,2,3,5,2,5,1,3,1,5,5,5,2,44,1,13
1,2,4,4,4,4,3,4,4,4,3,3,4,3,3,3,4,4,3,3,4,5,2,4,2,4,1,3,4,5,2,4,4,3,5,4,1,1,2,3,3,2,4,2,4,2,4,3,5,4,32,0,4
2,2,2,4,2,2,1,4,2,5,3,2,4,2,2,3,4,4,4,2,3,3,2,3,4,4,3,3,4,3,3,2,4,3,2,2,4,3,2,3,2,3,4,3,3,2,3,2,4,3,22,1,4
2,1,4,4,4,2,3,2,4,2,2,4,4,4,2,2,1,2,3,2,2,4,1,4,2,5,2,4,4,4,3,2,4,2,4,3,4,1,3,2,3,2,4,2,4,2,5,1,4,3,32,0,4
3,2,4,3,3,3,4,3,4,5,3,4,5,2,5,5,4,3,4,5,4,5,3,3,3,4,3,3,3,4,4,1,4,5,3,4,3,3,4,4,4,3,4,3,5,2,3,3,4,5,21,1,11
3,4,2,4,4,2,3,3,5,5,1,2,5,3,3,4,3,2,3,5,4,5,1,5,1,5,1,5,5,5,4,3,5,1,3,1,2,2,4,5,3,2,4,1,5,1,5,2,4,5,32,1,13
5,1,5,3,3,1,3,1,5,3,2,2,2,2,3,1,3,3,3,1,3,3,4,2,3,3,3,1,2,5,2,1,3,2,3,1,3,3,3,3,3,3,3,3,5,1,3,2,3,4,23,0,3
3,1,5,1,5,1,5,3,4,1,2,3,4,4,3,3,2,3,2,3,2,5,1,5,1,5,1,5,5,5,3,2,5,2,4,1,4,1,3,1,5,1,5,1,3,1,4,2,3,4,23,1,13
1,5,2,4,2,4,1,3,1,5,2,3,3,3,5,5,5,5,5,3,4,3,2,3,2,3,2,2,3,1,2,4,2,4,1,5,2,5,1,3,3,1,3,1,4,2,5,5,5,5,17,0,13
1,4,2,4,2,2,1,4,1,5,4,2,4,2,4,5,5,5,4,4,2,3,2,4,1,5,1,3,5,4,3,4,4,4,1,5,4,4,2,2,5,1,5,2,5,1,5,5,5,5,22,1,1
1,3,2,5,4,1,1,5,1,4,5,1,5,2,5,5,3,4,5,4,4,2,4,3,3,3,4,4,3,3,3,2,5,4,2,4,4,3,3,4,3,2,4,3,4,3,4,3,5,4,26,0,3
1,4,2,5,1,3,1,5,1,5,5,3,5,3,5,5,5,2,4,2,1,4,3,5,3,5,4,3,5,3,4,2,4,4,5,5,5,2,2,4,4,4,5,5,5,5,5,5,4,5,23,0,11
3,3,4,3,4,2,4,4,4,4,1,4,1,2,2,4,2,2,4,2,4,3,4,3,4,2,4,3,4,3,4,3,4,2,2,2,5,1,4,4,4,1,5,2,3,1,5,2,4,4,25,0,5
4,1,5,3,5,2,5,2,4,2,4,4,2,2,4,4,2,1,5,2,1,4,5,5,3,4,2,5,5,4,4,2,2,2,4,3,4,2,5,3,4,3,5,1,4,1,5,4,5,5,18,0,3
3,3,4,3,2,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2,4,2,4,3,3,3,4,4,3,4,4,4,2,4,2,4,1,5,4,5,2,5,3,4,1,4,4,5,4,34,0,4
1,4,3,4,3,4,2,4,2,5,2,4,3,4,2,2,1,1,1,2,2,4,1,4,2,3,4,2,2,3,3,2,4,2,3,4,2,1,4,4,3,3,5,2,3,1,4,2,5,3,53,0,11
3,1,2,4,3,4,5,4,3,3,4,2,5,3,3,2,1,1,1,3,4,4,3,4,2,3,3,4,3,4,1,5,4,2,2,2,5,1,4,4,2,4,4,4,4,2,3,1,4,2,40,0,3
2,5,3,4,2,4,2,3,3,5,4,2,3,4,2,4,4,4,2,4,3,5,1,2,4,1,4,4,4,4,3,3,5,3,2,3,3,2,3,3,2,2,5,1,3,1,4,3,4,4,34,0,11
4,1,5,2,4,1,4,3,5,1,3,4,2,2,1,2,4,4,2,1,3,5,2,4,4,1,1,3,5,4,5,1,5,1,3,3,3,3,4,5,5,1,5,3,5,1,5,3,3,5,29,0,3
1,3,3,4,4,3,4,5,1,4,5,2,5,3,3,3,4,2,4,2,2,3,3,3,4,5,3,5,3,5,3,2,5,3,4,2,4,2,1,4,4,2,5,3,4,5,5,3,5,4,21,1,1
3,4,3,4,2,3,3,3,2,5,4,3,4,3,3,2,2,1,2,2,1,5,1,5,2,4,2,4,5,5,4,2,5,2,2,2,4,2,5,4,4,2,5,2,5,1,5,3,5,4,17,1,3
4,1,3,5,5,2,3,3,3,2,5,2,5,3,2,2,5,3,4,4,5,3,3,5,2,5,3,5,5,5,1,5,3,5,3,5,4,3,4,5,1,1,4,3,5,1,5,1,4,5,28,0,4
2,3,3,3,3,2,2,5,2,5,3,4,3,2,2,3,3,1,3,1,1,5,2,5,1,3,2,5,4,3,1,5,2,2,2,5,3,5,1,1,2,2,3,1,2,2,3,2,4,2,18,1,13
1,3,5,3,5,1,4,5,5,3,1,3,4,1,1,3,2,1,1,1,1,5,1,5,1,4,1,3,3,5,4,1,5,2,4,1,5,3,4,3,3,2,5,1,3,1,3,1,4,3,46,0,3
3,1,5,1,5,1,4,2,5,1,2,4,3,4,2,2,2,1,2,1,2,4,1,3,2,2,2,3,3,3,4,4,4,2,2,4,3,1,5,4,4,1,3,1,3,2,5,2,4,2,19,0,3
3,4,2,3,1,3,1,4,4,4,3,5,5,2,1,1,2,2,3,3,1,1,1,5,1,4,4,4,5,4,3,1,3,2,2,4,4,3,2,3,2,1,5,3,4,1,4,1,5,4,23,1,3
3,2,3,2,5,2,1,2,4,5,4,2,5,4,2,5,5,5,3,2,2,5,1,4,2,4,1,4,5,4,4,5,4,3,4,5,4,1,5,5,4,1,5,1,3,1,4,4,4,5,17,1,3
2,1,3,5,2,2,2,1,4,5,5,2,5,2,5,4,5,5,5,5,3,4,2,4,2,4,3,2,3,3,4,4,5,4,4,4,5,4,5,5,3,1,5,2,4,1,5,1,5,5,25,1,4
4,4,3,2,4,3,4,2,4,2,4,4,3,3,4,3,3,2,2,4,4,4,1,4,2,5,2,5,4,4,3,4,5,3,2,4,5,3,2,2,3,5,4,2,4,3,4,1,3,4,20,1,13
3,4,3,3,4,3,1,1,3,2,4,4,3,4,4,3,4,2,3,4,4,4,1,4,3,5,2,5,4,3,4,3,5,1,5,4,1,3,2,4,2,1,4,1,4,2,3,2,4,3,26,0,4
3,2,5,2,5,2,4,2,3,2,5,3,3,5,4,4,5,5,5,4,4,2,1,5,2,2,4,4,5,4,4,1,4,2,3,1,5,4,1,4,3,2,2,2,4,2,5,2,3,4,29,0,4
1,4,2,4,3,2,2,2,3,5,5,2,4,4,4,4,5,5,5,4,3,3,4,4,2,4,3,3,4,2,3,3,4,4,2,4,3,2,3,3,4,2,3,2,3,2,4,4,3,4,23,1,11
5,2,4,2,5,2,4,4,5,2,2,4,2,3,2,2,5,5,2,2,5,2,2,2,2,4,4,2,5,4,3,4,4,4,3,1,3,1,2,5,3,1,5,1,5,1,5,4,4,5,23,0,13
1,5,1,5,1,5,1,5,1,5,5,1,5,1,5,5,3,4,5,5,1,3,4,4,3,5,3,3,2,4,2,3,3,3,3,4,3,3,4,4,5,2,5,1,3,1,3,2,4,4,28,0,1
2,5,3,2,3,3,2,3,3,5,4,4,5,2,3,2,3,3,3,4,4,3,4,4,3,3,3,3,4,3,3,5,3,3,2,3,2,3,3,3,3,3,3,3,2,2,3,2,4,2,19,0,11
2,3,3,3,2,3,2,5,3,4,3,3,3,4,2,4,2,1,2,4,3,4,1,3,3,4,3,3,3,3,3,2,4,2,2,3,4,2,2,3,3,2,3,2,3,2,5,3,4,3,14,1,11
1,2,5,5,5,1,1,2,1,5,5,5,5,3,3,5,5,5,5,3,1,5,1,5,1,4,1,3,3,5,1,2,5,3,1,1,4,1,4,5,3,3,5,1,4,1,3,1,5,5,35,1,3
4,4,4,1,4,1,5,2,5,5,1,4,4,4,3,2,3,2,2,2,2,5,1,5,1,4,1,5,5,5,5,1,5,2,4,1,4,1,5,5,5,1,5,1,4,1,5,4,4,5,17,0,4
2,4,4,4,4,3,3,4,2,5,1,3,3,2,1,3,1,1,3,1,4,3,1,5,2,2,3,4,3,5,4,4,4,2,3,4,5,4,4,4,4,2,1,3,4,1,4,2,4,3,29,0,3
3,1,5,1,5,1,4,5,5,2,4,3,3,1,1,2,5,3,5,3,5,3,5,3,5,2,3,2,4,4,1,5,3,1,1,5,5,2,1,4,5,1,5,1,4,1,5,4,3,5,28,0,3
2,3,4,3,3,3,2,3,4,4,2,4,4,2,3,2,4,3,3,3,4,4,2,4,3,5,2,4,3,3,2,4,3,3,2,3,3,3,3,4,4,1,4,2,4,2,4,3,5,4,25,0,13
1,2,2,3,2,5,1,3,3,5,3,3,5,3,4,4,4,4,5,5,3,4,3,4,3,2,2,3,3,1,4,4,3,3,3,2,5,3,4,3,4,4,5,4,1,1,3,2,5,2,35,1,3
2,3,3,3,3,4,1,3,4,3,5,2,4,2,2,4,4,4,4,4,3,4,4,2,2,2,3,3,2,3,3,3,5,2,4,2,3,2,3,3,3,3,4,2,3,2,3,2,2,3,18,1,13
4,2,3,3,4,4,3,2,3,5,1,4,3,2,1,3,2,1,2,4,5,5,2,2,4,4,3,4,3,5,4,2,5,1,3,3,4,1,2,4,4,1,4,1,4,1,5,4,4,4,23,0,4
3,2,5,2,4,2,4,3,5,1,4,2,5,3,2,3,4,4,3,3,1,4,3,5,4,5,3,3,5,3,5,3,5,3,1,1,5,5,4,5,5,1,5,1,5,1,5,5,5,5,25,0,3
1,1,5,2,5,2,1,2,1,1,3,3,3,4,5,5,4,3,4,1,1,3,1,4,2,4,3,4,4,3,2,2,2,1,1,4,3,3,3,2,3,2,5,1,3,2,4,3,4,3,23,1,3
4,2,2,4,2,2,1,4,1,5,4,2,4,4,2,4,1,2,4,2,2,4,4,4,2,4,2,4,4,2,4,1,4,1,4,2,4,1,4,4,4,2,4,2,2,2,4,4,4,5,30,1,11
3,3,3,3,4,2,2,5,2,5,4,4,4,3,4,4,4,4,4,2,4,4,2,4,2,4,2,4,4,4,3,4,4,4,3,2,4,2,2,4,4,4,4,3,3,2,4,4,4,4,27,1,3
3,1,3,5,5,2,5,2,3,3,4,3,3,3,4,2,5,5,3,3,2,4,1,5,1,5,2,4,5,5,2,5,4,1,4,3,4,2,3,3,2,2,4,1,4,4,4,5,4,5,23,1,4
4,4,5,2,4,2,4,2,5,2,2,4,4,2,3,2,2,1,2,3,1,5,3,5,1,5,1,5,5,4,3,4,5,4,2,5,3,2,1,4,4,2,5,1,4,5,4,4,4,5,19,1,3
4,3,4,3,3,5,3,4,5,4,5,1,5,2,3,4,4,4,4,3,1,3,3,4,4,5,3,4,5,5,4,1,5,1,3,1,5,1,5,3,5,2,5,1,5,1,5,5,5,5,25,0,5
4,1,4,3,5,2,4,5,1,5,5,3,5,2,3,1,2,4,3,3,4,5,1,5,1,5,1,5,5,5,3,2,2,2,5,2,5,1,2,5,3,2,1,1,5,5,5,1,5,5,46,1,3
2,2,2,2,4,2,4,2,5,4,5,3,5,1,1,5,5,4,5,5,1,5,4,5,1,4,1,4,4,4,2,4,4,4,4,4,4,3,4,4,4,1,5,1,5,1,5,5,5,5,15,1,11
3,2,2,3,2,2,2,4,4,3,5,3,4,4,5,5,4,4,4,4,2,3,4,2,4,2,4,4,3,2,3,2,4,4,3,5,4,4,2,2,5,1,5,2,5,1,5,4,4,5,18,0,11
1,5,2,5,2,1,1,5,2,5,4,3,5,1,4,4,3,3,5,5,2,2,5,4,3,5,4,4,4,2,3,2,5,3,3,2,5,2,2,5,1,1,5,1,5,1,5,1,5,5,28,0,13
1,3,2,2,3,3,1,4,3,5,2,3,3,2,3,3,4,2,5,2,1,2,2,4,1,3,2,4,4,3,3,2,3,2,3,2,4,4,2,2,3,3,2,4,2,3,3,2,2,2,25,1,13
3,1,3,3,5,1,3,5,1,5,5,3,5,1,5,5,3,3,5,5,1,5,2,5,1,5,1,5,5,5,3,5,5,5,1,5,5,1,2,5,4,1,5,1,3,1,1,4,5,5,35,1,3
2,2,4,4,2,3,3,2,2,4,2,1,3,3,3,3,4,4,3,3,3,4,1,4,3,2,2,2,2,4,1,1,3,4,2,1,3,4,2,3,1,3,2,4,2,3,3,2,2,2,26,0,4
2,4,4,4,3,2,2,3,4,4,4,2,4,3,4,3,4,3,2,3,2,4,2,3,2,3,2,4,4,3,4,5,4,4,2,5,3,2,4,4,2,2,5,2,3,1,4,3,4,4,28,1,3
2,3,2,4,2,4,2,5,3,5,2,4,2,3,4,2,3,2,4,2,1,1,2,5,4,5,4,5,4,3,2,4,4,5,2,4,3,5,2,3,2,3,2,2,4,4,5,4,5,4,23,0,4
2,4,1,3,2,3,1,1,5,4,2,5,4,3,1,3,1,1,3,2,1,1,1,5,1,5,4,5,5,1,2,2,5,1,1,1,3,3,3,4,2,1,5,1,5,1,5,1,5,5,25,1,3
5,4,5,3,2,3,2,4,4,5,3,3,4,4,2,3,3,2,3,3,1,4,1,4,1,4,2,4,4,4,3,3,4,3,5,2,1,1,3,4,3,3,3,3,3,4,4,2,3,3,25,1,4
2,4,2,4,2,2,1,4,2,5,3,3,4,2,2,2,2,2,2,2,2,4,2,5,2,4,2,4,4,3,2,4,2,2,2,5,2,4,2,2,4,2,4,2,3,1,4,2,4,3,31,0,4
4,1,5,2,4,1,5,4,3,5,1,4,1,1,1,2,2,1,2,1,3,5,1,5,2,5,1,5,1,3,5,4,5,2,3,4,5,1,5,4,4,1,5,1,4,1,5,3,4,5,37,1,3
3,1,4,3,4,1,4,3,2,4,2,4,4,3,2,2,5,4,2,4,2,2,1,4,1,5,1,4,3,5,2,2,4,4,4,3,3,1,1,5,5,3,5,2,3,1,4,5,3,5,23,0,3
2,1,4,2,5,2,2,1,4,4,1,4,4,4,4,4,4,2,3,4,2,4,1,5,2,5,2,4,4,4,1,1,2,4,4,2,5,5,1,3,4,2,4,2,4,1,4,1,5,3,29,1,4
1,4,2,3,1,4,1,4,1,4,2,4,2,2,2,1,3,3,1,2,3,3,1,4,2,5,3,3,4,4,3,2,3,2,2,1,4,1,2,4,2,2,3,2,2,3,4,2,3,2,30,1,3
3,5,3,4,4,5,3,4,3,2,2,3,4,5,2,3,2,2,4,1,2,2,2,3,3,3,3,3,3,3,3,2,4,2,4,3,4,3,3,4,4,1,4,1,3,1,3,3,4,3,37,0,3
2,2,3,2,4,2,4,3,3,2,4,2,4,2,4,4,4,2,4,4,4,4,2,5,2,4,2,4,5,3,4,4,4,5,3,5,2,4,3,3,4,3,5,3,3,2,4,4,5,4,20,1,1
1,1,5,1,4,1,2,4,4,4,2,5,4,4,3,4,4,2,5,1,5,4,2,4,1,4,3,4,5,5,3,4,4,2,4,1,4,1,4,3,4,1,5,1,5,1,5,4,5,5,27,0,4
4,2,5,1,5,1,5,3,3,1,1,5,2,4,2,1,2,1,2,2,1,4,2,5,1,4,1,5,4,5,4,1,5,1,2,1,4,1,4,5,3,2,2,2,5,2,4,2,4,4,52,0,3
4,2,4,3,4,2,4,3,3,2,2,2,2,4,3,2,2,2,2,2,4,5,3,4,2,3,2,5,5,4,2,2,5,3,2,4,2,2,2,4,4,1,5,2,4,2,4,4,4,5,25,0,3
4,5,3,4,2,1,1,5,1,5,5,2,5,2,4,5,3,1,5,2,4,5,2,5,1,5,1,5,4,5,2,5,4,5,2,4,4,2,3,5,3,2,5,1,3,1,5,4,5,3,26,1,3
5,4,4,1,2,1,5,5,1,1,1,4,4,1,1,1,5,5,1,1,5,4,1,5,1,5,1,5,5,5,5,4,5,1,1,4,1,5,1,5,4,1,5,1,4,1,4,1,1,4,35,0,4
4,5,4,5,1,5,1,5,5,5,5,1,5,1,2,5,4,1,5,1,4,5,1,4,5,5,1,4,5,5,1,5,2,1,1,1,5,4,4,3,1,5,5,5,1,1,1,1,1,1,22,1,13
1,3,4,4,4,4,2,3,4,4,4,2,4,3,3,4,2,2,4,3,5,4,1,5,2,4,2,4,4,2,3,5,3,1,5,4,2,3,4,4,3,2,4,2,2,2,3,2,4,2,30,1,4
5,2,4,3,2,2,2,1,3,5,2,3,4,3,4,5,4,4,4,3,3,5,3,4,3,5,1,3,3,3,4,5,5,2,3,5,3,5,4,4,4,3,4,3,5,2,5,4,3,5,23,0,4
3,2,5,1,5,2,5,1,5,5,2,4,3,4,2,1,1,1,2,1,4,5,1,5,1,5,1,5,5,5,3,1,5,1,3,1,5,1,3,5,5,2,5,1,4,1,5,5,5,5,45,1,3
5,1,5,3,5,1,4,1,5,2,4,5,3,4,3,1,2,1,2,1,1,5,1,5,1,5,1,5,5,4,4,5,4,3,5,4,3,1,4,4,5,4,5,4,4,1,5,1,3,4,22,1,3
3,2,2,4,2,2,1,3,2,4,3,5,4,5,2,2,1,1,2,1,1,4,1,5,2,4,3,3,5,5,4,3,3,1,3,2,5,1,5,5,3,3,2,4,4,2,5,3,2,2,49,1,13
2,1,2,3,3,3,4,1,4,5,2,3,4,4,2,2,5,1,2,1,1,5,3,5,1,4,3,2,5,5,4,4,4,5,4,1,5,2,4,4,2,5,5,5,4,1,1,5,3,4,24,0,6
2,3,3,4,3,3,2,1,5,3,4,4,5,2,3,3,2,2,3,3,3,2,2,4,3,4,3,3,4,4,3,4,3,4,3,3,3,3,1,3,3,2,4,2,3,2,4,3,4,3,20,0,5
1,4,2,4,3,5,2,4,1,5,2,1,5,1,2,4,4,4,4,5,3,3,4,4,2,4,2,4,4,1,1,5,3,5,1,5,2,3,1,1,4,4,5,2,3,1,2,4,5,5,23,1,3
4,3,4,1,5,2,5,1,4,4,1,4,2,4,2,2,3,1,2,1,5,5,4,4,3,1,1,4,4,3,2,4,2,3,2,5,2,3,4,3,5,1,5,1,3,1,5,5,5,5,23,0,3
4,1,5,2,5,1,5,1,5,2,4,5,3,2,2,2,1,1,2,1,1,5,1,4,2,4,1,4,4,4,4,2,5,1,3,2,5,3,4,3,4,1,5,1,4,1,5,4,5,5,28,0,3
2,4,5,1,2,1,2,3,4,2,2,4,3,2,2,1,3,2,1,1,1,5,3,5,2,3,2,3,3,4,3,5,3,1,3,2,5,3,4,4,5,1,5,1,5,1,5,3,3,5,35,0,3
3,2,4,2,4,4,3,3,3,3,4,2,5,3,4,4,4,4,4,3,1,5,2,5,1,5,1,5,5,4,3,3,5,3,3,4,4,3,2,4,4,4,3,5,2,4,4,3,2,2,28,1,3
1,4,3,5,3,5,1,5,2,5,4,3,5,1,4,5,5,5,5,5,1,3,4,4,3,4,4,4,3,3,4,1,5,2,3,1,2,2,3,4,4,1,5,1,4,1,4,3,5,5,25,0,11
2,2,2,4,1,4,2,4,2,5,5,3,4,4,5,4,4,2,5,2,2,4,4,4,5,2,4,4,5,4,5,1,5,4,1,5,4,4,4,5,5,1,5,1,4,1,5,4,4,5,22,0,3
2,4,3,4,1,4,3,3,4,5,5,2,4,3,4,4,5,5,4,4,4,4,2,4,1,4,4,3,5,4,1,3,4,4,2,5,1,3,2,3,1,4,3,3,2,4,4,1,2,2,29,1,4
3,1,3,3,4,2,1,3,2,4,5,2,4,2,5,5,4,3,4,4,2,4,2,3,2,5,3,4,2,3,4,2,4,3,4,2,4,2,2,3,5,3,4,2,3,2,4,4,5,4,20,1,3
4,3,4,2,5,3,4,3,4,3,2,2,4,3,3,2,4,4,3,3,2,5,4,5,1,3,2,4,4,4,2,3,4,3,3,2,3,3,3,3,3,3,4,1,3,2,4,4,3,3,26,0,3
2,3,4,4,4,2,2,4,2,3,3,4,4,3,2,3,4,4,4,2,4,2,2,4,1,3,4,4,3,4,4,4,5,2,4,2,4,3,4,4,4,3,4,2,3,2,4,4,4,4,24,1,4
1,5,2,4,2,4,1,5,5,3,3,2,5,4,3,4,4,4,4,4,4,2,4,3,2,2,4,3,4,2,2,4,4,4,3,4,2,3,1,4,4,1,3,1,3,2,4,3,4,3,27,0,3
